9,UTTAR PRADESH                                     ,931,ETAWAH                                            ,88416,282,382,31334,907,0,0,0,147866,13914,4303,44770,16263,1212,4848,0,84246,282,382,30094,653,0,0,0,128856,11129,3932,33400,15775,1212,4848,0,39440,39306,38823,36189,34143,25744,26560,26633,35682,38470,37141,37085,35028,22887,24350,23260,44926,44871,44354,43027,41525,27729,27714,27825,51189,47143,47421,49008,46906,38015,36670,36588,50761,52607,51220,49106,46456,35557,35644,34750,79155,32740,38919,16005,98,48,203,163,0,0,139.07,0,0,94.25,0,0,136.68,0,0,68.17,117262,6595,2486,38630,7501,175306,24651,25879,25339,24374,22734,17443,17565,17370,297,429,542,544,517,263,290,206,206,391,477,469,430,272,270,246,245850,76626,237755,14196,4685,76104,16683,1212,4693,0,0,0,0,487,0,0,0,0,0,0,0,0,155,63,126,91,92,110,281,332,249,25608,7973,12711,4031,108718,49026,53327,24327,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,947,FAIZABAD                                          ,162711,619,901,47018,1500,0,0,0,148230,20204,6429,75762,18833,155,3127,0,157011,247,666,45704,496,0,0,0,127303,15099,3618,66426,15953,155,2079,0,69501,58349,58085,54908,50197,40458,40511,40845,67566,62635,56470,54833,52315,42044,40782,40602,73225,67170,66535,57891,56007,48449,46473,45878,77387,72622,69816,65627,58557,51510,51604,50648,75680,70530,67667,62595,60131,51816,53471,54577,102967,42567,50009,21488,354,151,115,55,0,0,111.15,0,0,86.69,0,0,91.38,0,0,66.26,154065,10922,4341,63231,9176,243261,36170,34097,33063,30547,29199,25744,26790,27651,231,348,489,511,465,221,200,159,159,314,401,438,401,310,186,139,276727,122186,310345,22201,7330,122181,20764,155,2916,5330,472,0,1249,4019,0,709,3687,4171,0,382,0,0,0,1358,1381,1311,1320,1214,1116,1107,1170,38024,15635,18834,8035,170808,82277,82955,41520,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,929,FARRUKHABAD                                       ,146390,688,5633,41574,9024,0,1400,0,75789,42251,5309,27649,7480,704,2797,0,137491,496,3675,40636,8562,0,1400,0,48618,34719,2960,18501,6147,704,2387,0,48428,48785,48036,50263,48218,26023,23556,22127,47700,49620,48263,44119,45398,28521,26469,23550,49621,50161,48622,46858,42575,29856,28461,25752,61059,59169,56772,53933,50611,38388,38183,37263,57118,56983,54033,48960,46563,38943,39167,38782,55754,23111,27142,11422,788,407,698,276,0,0,109.69,0,0,82.77,0,0,100.72,0,0,70.09,110078,23621,7341,36205,5866,185811,27558,27711,26402,24018,22925,19179,19422,19320,265,263,348,283,220,323,291,239,167,253,252,188,168,262,237,212,242085,98985,217781,44275,8925,67763,14347,1185,3707,5751,1502,1396,1509,0,0,0,801,6061,0,106,0,0,0,168,121,100,161,125,169,151,166,23384,9129,11586,4742,155274,68201,75727,33854,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,942,FATEHPUR                                          ,182454,3093,209,49986,1533,211,147,567,88848,33037,6885,39301,22462,762,3221,0,176617,3093,209,48522,1158,211,147,339,68374,29127,5352,31350,20320,762,3221,0,69991,65754,66452,61152,54475,41115,37627,34269,66402,63058,59406,55980,53759,41854,37528,34877,69536,72963,69613,60067,57301,46428,45309,41702,74690,68541,68186,61685,54504,48644,46935,47831,68301,67349,62373,57255,52281,46189,43892,43750,98705,38013,47179,19109,839,337,360,184,0,0,94.6,0,0,66.6,0,0,81.88,0,0,50.64,133348,16702,3649,47127,11737,215395,32323,32151,30181,27845,25486,23044,22133,22868,224,355,365,355,309,162,133,121,146,246,282,251,218,105,119,137,266216,101754,271368,36419,6816,89064,23547,1629,3423,11283,2264,352,6808,318,0,0,590,708,0,296,0,0,0,913,897,1023,981,915,733,722,781,32994,14466,16108,7715,159641,67943,77121,34724,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,916,FIROZABAD                                         ,132296,4028,1777,39094,555,544,443,0,95234,96024,20736,17962,12687,5568,4613,0,128791,2914,1423,38011,325,544,443,0,70326,62570,12716,16918,10031,2625,3722,0,63813,57532,59624,56619,54157,31548,29240,29258,65041,60928,54871,55218,52843,32904,31263,29445,69385,61951,60220,51822,51746,36225,33992,33026,75864,68098,62832,56852,50653,41977,40529,39604,69358,66515,63604,57361,54058,41935,41902,41048,78402,30489,37681,14589,1319,479,782,108,0,0,98.38,0,0,63.64,0,0,89.83,0,0,49.89,113006,44954,12364,29673,5955,210876,33563,32488,31103,28059,25863,20343,20522,19961,183,305,336,269,204,209,157,108,217,268,268,238,201,162,181,101,283873,97889,225825,98646,21540,56262,13052,6112,4623,1893,672,0,790,0,0,0,1620,395,973,4,0,0,0,168,141,141,120,123,153,134,92,19553,6714,9907,3330,193476,76490,94520,37378,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,910,GAUTAM BUDDHA NAGAR                               ,78606,14107,1143,12432,1804,715,462,0,38782,34072,59953,5294,15363,3383,3493,0,75976,11599,800,12185,1521,715,289,0,34712,28392,19196,4781,12787,1813,2785,0,37436,29244,26362,22122,19560,14172,13529,13424,36073,30947,27541,25047,22310,15317,14890,14045,38056,32526,29356,26626,24751,16067,15787,15343,44426,38944,35924,32257,29539,23275,22881,22450,45834,41472,38582,34897,32279,26058,25532,25845,40828,14524,19610,6818,956,421,204,127,0,0,104.15,0,0,71.67,0,0,80.37,0,0,51.64,56946,21224,26509,9249,7743,125129,21216,19515,18106,16192,14876,11881,11712,11805,182,241,295,264,185,79,83,63,100,189,214,206,177,81,61,73,148985,55788,113679,43142,16329,17645,16073,1836,3835,1409,4742,44767,49,1094,2262,120,2488,295,0,122,0,0,0,237,160,133,97,103,421,389,313,20707,6277,10023,3054,74348,26465,34842,12301,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,909,GHAZIABAD                                         ,75587,11664,2717,18456,1384,1514,0,0,135768,114781,35016,16012,21711,9567,2096,0,50684,6228,0,13351,1300,0,0,0,30036,27851,9389,4271,17932,6528,1817,0,77837,67577,61993,55995,51174,32359,31408,29187,77875,68873,63611,57243,52631,35276,33293,32052,91001,85922,79419,72689,67089,47252,45460,44294,69655,64856,62170,57928,55448,44667,46495,46867,70926,68768,65692,62718,59786,42121,41078,39830,72522,29820,34957,15148,328,150,45,25,0,0,63.51,0,0,38.75,0,0,56.03,0,0,28.84,103834,61427,18095,17544,12004,219204,34230,33359,31627,30263,28743,20816,20366,19843,197,207,176,174,140,70,56,52,219,201,200,142,130,77,69,32,289274,91549,208491,122753,16222,34468,22383,10471,2096,0,1019,24034,0,843,610,0,3143,4249,0,0,0,0,0,3,9,0,0,0,163,333,342,71592,20092,35324,9602,95576,36474,46364,17879,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,965,GHAZIPUR                                          ,254096,0,39,65068,1786,0,60,0,292106,18388,9682,105278,58848,3328,31991,0,249044,0,39,64271,407,0,60,0,276853,14704,8151,100406,55488,3328,31743,0,85107,83339,82740,76037,65847,32682,29448,26729,82836,82867,81186,79164,76419,31728,30362,28614,124789,116267,114867,106214,97567,67371,64571,60723,145823,124852,120462,112685,102959,87048,83028,83685,129307,122796,115927,107196,100356,96593,92067,90151,180740,82764,86439,40350,5451,2529,3251,1620,0,0,120.39,0,0,100.22,0,0,112.74,0,0,80.09,268524,13131,4205,87636,28413,417887,61726,60313,56389,52727,49452,47007,45033,45240,543,839,931,767,645,531,430,341,469,700,766,579,464,380,388,322,538991,222802,545005,19788,9090,169077,60634,3473,32366,1631,4486,0,363,0,264,96,282,2281,912,0,0,0,0,132,162,179,167,132,189,177,244,36811,15982,17964,7929,330815,153874,163549,76774,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,953,GONDA                                             ,280977,3098,2668,78081,696,0,518,0,97332,57613,20114,34557,24756,8641,10957,0,275739,3098,1834,77397,596,0,518,0,91675,44365,13764,34557,23094,7224,10164,0,100390,94415,92129,79200,67679,47807,44165,40410,95327,91337,89381,82815,72356,51293,45465,43030,96404,91128,89111,81516,75434,54089,52017,47368,102585,90884,89376,81800,75889,62771,58729,57984,110334,101492,92237,85829,79726,65653,62286,60307,92615,34727,44389,17285,1622,796,617,306,0,0,97.15,0,0,67.92,0,0,85.5,0,0,53.84,195347,29014,10967,61346,11543,318671,51690,48207,44234,41656,38910,32424,31431,30505,473,699,818,741,653,405,397,259,467,564,666,544,457,351,323,217,413302,149209,384249,63148,19919,113321,25063,6566,10813,15441,5544,1060,0,132,5135,0,435,1062,1626,0,0,0,0,1495,1372,1162,1005,885,1269,1240,1360,77710,19946,36522,9543,232256,86521,111770,43989,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,958,GORAKHPUR                                         ,276911,246,2630,72612,2544,68,0,0,141921,32603,14358,67975,34074,2091,4329,0,269636,155,1014,71497,1619,0,0,0,130599,24296,9117,61843,26507,1536,3945,0,106992,97858,97036,90688,82341,54400,52526,53010,93143,90552,82626,76496,71848,46173,46153,43768,98717,92725,90070,77005,69611,56693,52090,50853,104382,100964,98407,88790,78768,70151,72911,72194,102780,97557,95830,87245,80423,69735,66072,69589,139574,55003,71088,29575,1659,968,692,466,0,0,85.75,0,0,62.89,0,0,74.08,0,0,44.91,217638,19356,9840,76805,18300,345371,51530,49218,49626,45172,41985,36561,34817,37309,394,440,414,370,277,114,114,126,349,365,395,363,281,183,156,136,400698,146667,411764,33517,17373,140603,36391,2750,4227,7089,1913,0,497,227,0,102,2165,5695,1633,49,0,0,0,460,553,534,507,485,287,282,300,25700,9884,12851,4827,278864,123323,143824,64918,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,938,HAMIRPUR (U.P.)                                   ,81739,330,195,32693,1638,0,0,0,57665,5010,969,18471,8707,591,3106,0,78862,0,0,32323,651,0,0,0,41501,3446,518,13274,5905,591,2409,0,29687,29434,31891,30335,28709,21719,20729,20306,29354,30724,29870,29849,28346,23259,20900,20184,29758,31351,32068,29039,29126,23504,23629,21631,29917,30213,30852,29182,27301,23067,23035,23280,29286,30727,29773,29060,28128,22513,22786,22883,40333,16529,19047,7892,0,0,0,0,0,0,115.37,0,0,84.63,0,0,102.57,0,0,67.09,66913,3566,540,26227,4457,103294,13709,14555,14228,13900,13412,11001,11149,11340,58,78,114,121,109,63,60,47,48,70,78,73,53,70,50,45,130672,54054,139950,7160,195,50944,10151,591,3106,720,0,969,508,194,0,0,0,668,0,0,0,0,0,342,314,275,246,294,309,305,291,9950,4173,4738,2137,89621,42370,42696,20995,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,975,HAPUR (PANCHSHEEL NAGAR)                          ,52974,5152,0,12293,0,0,0,0,32847,20833,8148,7494,17920,638,1082,0,50234,2921,0,11487,0,0,0,0,21214,10048,6413,5804,14221,638,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22592,21074,20489,18909,18398,15701,16162,16550,26408,24285,22122,20137,18544,17256,16961,17565,29512,14406,14655,7204,128,86,11,6,0,0,0,0,0,0,0,0,0,0,0,0,43306,13269,4741,10660,9291,82256,13094,11804,10758,10030,9414,9122,8972,9132,100,120,83,59,32,57,80,43,107,115,80,51,51,89,44,14,93482,38078,82817,22764,7668,19941,17887,521,1082,4506,3200,0,0,0,117,0,49,970,480,0,0,0,0,0,0,0,0,0,744,842,946,39573,11377,19665,5567,36825,17189,18357,9344,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,925,HARDOI                                            ,396290,788,2442,140355,1860,0,94,0,264493,28628,17065,52929,47396,4152,8564,0,381330,85,2111,139048,788,0,94,0,212083,19163,11662,42984,42863,4152,8425,0,132270,127333,131256,127063,112020,64796,54644,51342,133990,130539,126023,125850,118297,67757,62952,54031,142443,140031,137493,128229,123949,73696,67276,64663,149887,141819,138893,129699,118597,92506,88891,83826,143397,149079,144606,135128,127642,88271,92497,90253,250693,89699,118760,44476,421,187,455,233,0,0,132.66,0,0,80.64,0,0,120.43,0,0,68.98,313719,13495,11489,97337,23346,465211,65824,70488,69347,64345,60306,43247,46239,45480,182,201,265,320,173,112,98,107,105,185,224,178,154,89,86,80,635304,231828,659774,28796,19245,193179,48834,4251,8658,8905,0,0,5884,613,0,250,1190,0,346,0,7189,0,407,350,293,342,314,345,479,484,487,50942,16874,24323,8378,288041,109600,136166,54700,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,913,HATHRAS                                           ,115075,1434,248,36935,690,0,0,0,73993,13623,15836,21030,14275,1366,5266,0,109029,553,0,34503,590,0,0,0,60921,9862,4128,17663,9927,142,4303,0,64859,62219,61737,59648,55795,30149,28482,26119,62309,63571,61810,61856,60578,30623,29870,28979,83846,78658,52790,51999,50776,32446,30697,26856,69117,68798,63336,57389,53384,44825,42885,40097,45078,45105,44074,39525,35979,30901,30490,29724,63003,26437,29740,12435,590,298,457,218,0,0,106.21,0,0,78.25,0,0,96.51,0,0,60.14,90542,6278,8731,29207,5583,142987,21091,21634,21053,18775,17362,14500,14618,14172,100,238,195,129,124,76,65,49,84,129,138,83,70,62,35,35,190588,70030,187674,14253,11590,57319,14183,1043,5266,0,0,4494,138,624,323,0,1111,804,0,407,62,0,0,368,310,313,264,265,87,109,99,27166,9302,13034,4755,99716,42085,48493,20396,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,935,JALAUN                                            ,103719,622,2831,36351,1184,544,0,0,47533,57542,1352,18456,11186,0,1908,0,97936,14,185,35324,917,0,0,0,24708,21447,0,13422,7665,0,1775,0,43158,42576,42588,41377,42342,28687,28468,27988,41143,42115,41226,39230,39183,29937,28037,28326,39766,43284,43832,41306,40063,31818,31700,30351,40507,39969,41539,41610,39853,31947,31724,32326,37494,39364,39458,38681,38191,30937,30455,30782,66949,29909,31790,14311,854,438,435,178,0,0,104.18,0,0,82.75,0,0,91.8,0,0,65.38,74060,26411,2042,28228,5789,137967,18144,19066,19001,18187,18578,15212,14773,15022,73,145,127,138,67,65,85,59,61,74,57,52,62,46,56,30,170241,72827,150986,57244,4183,54518,12172,544,1583,277,1097,0,253,0,0,0,772,0,0,0,0,380,0,685,664,687,725,771,796,867,864,18658,7546,9044,3437,82902,40359,40125,20025,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,964,JAUNPUR                                           ,327887,902,27,96699,170,0,100,0,251148,55217,14007,109278,48014,5344,15827,0,321319,902,27,95559,96,0,100,0,230786,43487,9849,103236,46489,4621,15362,0,105110,107308,116091,108549,94356,58499,55796,54279,106103,113219,116505,118730,110665,61730,62572,61346,138970,143111,148566,143373,143227,98092,92897,94893,140104,139222,143329,141675,136397,103715,103294,101876,130283,129834,129230,127150,123961,99475,103554,102663,188993,79495,91675,40352,3,0,0,0,0,0,111.14,0,0,84.89,0,0,106.23,0,0,71.36,291452,29857,7254,107146,25408,471664,63541,63620,63896,63003,61334,50587,53125,52947,420,502,596,592,543,276,201,190,293,421,427,450,418,208,231,164,612181,256978,554639,55916,12175,192025,47905,5344,15819,29433,3992,836,13367,589,0,0,4268,3782,0,211,0,0,0,1939,1715,1696,1624,1632,1025,1166,1185,52102,20314,25027,10235,363259,179289,180236,92195,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,936,JHANSI                                            ,122069,5102,5066,52677,1715,0,1894,0,29144,74914,26444,4991,8920,10361,2962,0,114201,715,2098,51513,1468,0,1894,0,18425,28170,4614,2532,3780,4195,1848,0,49262,49246,50500,50794,49728,36168,35262,33881,45911,50713,49278,48969,49868,37805,37032,36289,47275,51052,51461,49616,49095,42349,41588,40514,47245,48194,50461,49028,47288,41108,42347,41538,43822,46564,46419,46825,45702,39160,39854,41352,75811,37641,35516,17705,0,0,0,0,0,0,111.96,0,0,95.17,0,0,101.9,0,0,80.18,73251,35719,14728,29677,4585,164175,20189,21517,21851,22014,21659,18334,18850,19761,87,103,94,107,101,74,52,79,52,80,78,89,53,50,79,71,208721,101406,150577,76220,18244,57627,10455,10250,4359,136,3984,13266,0,180,111,497,1032,2719,0,41,0,0,0,3,2,8,8,8,0,0,0,16423,8623,8074,4490,123861,65143,58141,31356,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,906,JYOTIBA PHULE NAGAR                               ,89267,0,0,23698,934,0,0,0,95829,69899,27890,37209,17253,5285,589,0,85161,0,0,23086,36,0,0,0,78501,60154,24494,28750,14840,5285,483,0,82157,73596,72687,64990,59025,43260,41235,38887,74970,73436,70278,69572,64247,42192,41838,40455,80604,73599,68437,60776,58308,42325,39489,36300,67805,58489,55223,50910,47631,38303,37339,35105,63791,58589,53114,49358,45355,41314,40562,38703,58016,26509,27911,12656,0,0,0,0,0,0,113.15,0,0,83.23,0,0,95.03,0,0,63.31,96755,31824,13551,32580,8801,186451,29850,27588,25413,23564,21776,20109,19752,18958,109,205,230,126,105,68,70,49,86,133,132,92,69,79,55,40,226926,91725,188251,70980,27503,60617,18014,4508,589,10670,1168,1548,2344,337,0,0,995,172,387,480,0,777,0,69,58,76,66,90,117,179,202,97674,40176,46474,20742,171124,73829,80834,35836,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,930,KANNAUJ                                           ,121347,0,0,34475,190,0,0,0,96863,22304,6171,37670,9219,314,4475,0,116709,0,0,33498,190,0,0,0,90928,18106,5915,36984,8760,314,4103,0,50817,51461,50414,44734,36672,30047,29582,26111,46145,48921,47674,45949,43882,23465,24750,22717,53149,52639,50531,48440,45507,29177,29447,27725,55827,53266,52149,50880,48169,32733,31038,30442,50845,52169,49184,45730,42735,34288,33530,32251,63360,24199,30972,12011,174,68,76,26,0,0,115.79,0,0,78.44,0,0,100.27,0,0,61.8,107738,11165,4178,36866,4295,167172,24558,25431,24040,22404,20918,16919,16768,16146,93,190,202,171,120,45,66,57,86,168,170,111,77,52,71,35,208405,78837,217786,22592,6796,72028,9988,314,4597,2889,281,828,53,0,901,42,204,584,0,0,460,0,0,178,227,143,196,173,80,65,98,23886,8551,11605,4379,126543,52974,61724,26463,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,933,KANPUR DEHAT                                      ,117750,0,0,38139,740,0,918,0,26811,5228,1892,13675,11656,1132,3193,0,116346,0,0,37231,613,0,918,0,22103,4020,1892,13000,11520,1132,3072,0,32044,31879,34898,33603,34092,24613,22969,24174,32045,31664,30568,31182,30538,24219,23887,23272,35121,34483,34051,31793,32915,25135,26182,26074,35677,34856,33304,30893,29611,26500,25767,27104,32222,32662,31252,28467,27226,23914,24399,23736,55266,23736,26866,11570,411,206,381,195,0,0,75.6,0,0,56.76,0,0,71.6,0,0,42.84,71114,2506,1293,26393,6039,109700,15553,16072,15386,13945,13099,11690,12105,11869,140,183,150,178,136,91,76,67,124,131,139,140,119,71,77,50,143799,54378,145007,5228,2682,52214,12507,1132,4111,305,352,0,0,0,0,0,0,0,0,0,232,0,0,101,156,156,170,167,251,356,348,14409,6258,7032,3203,76479,36239,37560,18101,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,934,KANPUR NAGAR                                      ,132961,2729,2665,39134,158,0,0,0,314939,89032,13204,135990,9060,417,1201,0,105162,1462,894,35455,0,0,0,0,100883,22746,9260,44881,8407,0,740,0,100352,98291,97484,93325,91515,63777,64416,64941,99284,99458,98773,94854,90940,62296,61603,62604,101158,99745,98925,93576,90878,69911,68612,68800,104726,102983,100717,97101,93731,76300,76921,76991,105192,109806,107339,103027,100474,78326,77974,77022,167838,75624,82800,38745,478,191,351,197,0,0,124.6,0,0,83.89,0,0,122.6,0,0,64.78,224660,49264,7299,91038,4624,377821,52305,54102,52442,50912,49703,39740,39643,39601,192,264,316,306,232,144,170,134,183,269,292,231,217,151,152,130,517416,180185,445486,85549,9496,171915,10471,417,1201,2714,11165,6094,2973,0,0,0,5621,1277,825,27,0,465,0,47,46,56,39,57,257,233,269,45502,20455,22465,10776,190641,84714,94238,43290,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,972,KANSHIRAM NAGAR                                   ,121260,0,644,29586,527,0,125,0,72244,2521,358,20467,15289,115,6641,0,116426,0,0,28789,269,0,34,0,54053,967,0,15912,12064,115,6405,0,39092,38074,37786,35577,32319,11846,10942,10120,33290,35153,31613,29837,26560,17648,16005,14056,45907,41729,41630,35431,32717,23004,20556,18354,41683,41015,36954,35057,28077,23891,22280,19315,46774,43000,40951,35543,34113,26244,26212,24203,43129,15305,20222,7051,600,230,210,100,0,0,103.93,0,0,65.18,0,0,88.67,0,0,48.24,90478,3553,1012,25112,6140,129091,20900,19982,19442,16653,16246,12219,12389,11260,140,153,172,145,129,91,99,84,77,97,122,107,98,74,56,46,170963,56735,186356,6211,1053,48108,15821,115,6521,7265,0,0,1855,141,0,0,137,0,0,118,1573,0,625,405,325,358,322,393,464,753,728,32340,10779,15173,5113,124371,47054,58030,22207,,,,,,,,,,,,,,,,
