,TEACHER RELATED INDICATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1909  ,BARDDHAMAN                                        ,19077,0,168,1136,16589,0,1633,522,1039,50,12,0,432,25,31,2,21,25,6030,107,97,8,53,170,5698,117,105,15,132,273,7059,434,686,807,6951,2532,1297,96,463,339,6951,522,60,4,26,8,200,25,46,18,5,1,21,3,93,2,40,6,171,0,12395,431,618,913,9314,8227,370,795,267,5015,93,2,40,6,171,433,6,6,13,991,646,3,7,51,1610,0,0,0,0,0,2352,35,52,96,1973,986,23,47,52,1069,578,13,8,16,542,238,16,3,6,193,7394,4,17,91,2614,3028,0,5,60,1494,1084,290,259,64,500,0,22138,860,8,10309,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1908  ,BIRBHUM                                           ,10394,5,42,1174,6809,0,515,84,53,35,0,0,371,9,0,4,8,7,4276,56,7,7,24,4,3196,58,19,16,55,95,3948,165,92,933,2980,1009,641,33,70,361,2981,135,36,2,1,10,98,15,63,19,0,1,5,1,0,0,0,0,0,0,8569,253,144,1071,4466,3962,89,45,261,1685,0,0,0,0,0,214,0,0,14,468,146,0,2,11,577,0,0,0,0,0,1574,7,6,127,922,471,0,1,43,356,406,10,0,16,220,115,2,1,5,48,5453,0,23,135,1903,1655,0,2,50,878,1982,253,96,148,387,0,12246,317,17,3886,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1905  ,DAKSHIN DINAJPUR                                  ,5851,0,82,449,3093,0,650,110,32,26,7,0,209,0,3,1,4,1,2880,30,14,8,9,70,1417,22,8,5,19,5,1669,43,98,284,1482,516,326,3,11,175,999,101,6,0,0,0,34,5,5,6,3,0,7,0,2,6,0,0,0,0,4028,83,88,392,1870,2486,21,49,81,684,0,6,0,0,0,6,0,4,2,294,4,0,4,0,318,0,0,0,0,0,949,10,10,79,471,403,5,7,15,210,282,4,1,13,122,127,2,3,6,40,2533,0,6,6,471,748,0,0,1,178,23,0,31,0,66,0,6225,315,17,2328,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1901  ,DARJILING                                         ,4037,0,273,597,1693,0,0,0,0,16,0,0,320,0,2,5,14,23,1897,0,10,10,28,72,1046,0,23,8,33,57,554,0,100,434,959,126,23,0,125,119,508,66,10,0,7,3,13,2,9,0,0,5,6,1,0,0,0,0,0,0,2070,0,112,388,977,1789,0,155,196,584,0,0,0,0,0,78,0,0,18,77,100,0,6,11,55,0,0,0,0,0,142,0,19,20,109,152,0,8,11,66,629,0,22,125,212,570,0,51,56,175,4,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,3615,127,20,65,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1916  ,HAORA                                             ,8912,56,102,587,10099,0,2945,527,601,199,46,0,390,28,18,19,14,16,2697,49,24,25,51,424,2979,95,33,45,150,297,4078,373,430,535,4392,1313,549,70,163,182,4441,527,55,4,21,5,103,13,21,0,1,4,16,5,44,11,1,6,62,0,5174,238,257,496,4906,5595,381,433,319,4261,44,11,1,6,62,333,5,14,4,400,844,2,45,7,589,0,0,0,0,0,1035,23,6,43,979,605,42,10,33,876,157,2,2,3,239,118,18,5,1,136,2960,22,4,33,501,2074,3,2,19,519,133,54,47,46,73,0,12789,627,19,5640,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1912  ,HUGLI                                             ,13743,175,814,737,10204,0,841,173,115,18,184,0,510,4,23,9,59,73,3856,18,50,15,163,788,3530,29,42,16,188,273,4625,230,517,472,5482,1287,759,79,344,207,3458,365,40,1,61,17,90,17,127,5,4,7,55,27,7,1,14,0,0,0,8589,214,673,546,5812,4858,152,368,197,3683,7,1,14,0,0,525,8,30,19,524,690,8,31,16,615,0,0,0,0,0,1954,6,52,27,1131,732,14,39,31,637,421,3,20,6,294,165,6,9,9,140,5452,3,47,35,788,2710,2,30,34,503,85,35,187,23,246,0,15330,748,21,3684,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1902  ,JALPAIGURI                                        ,12135,9,54,1150,7447,0,2813,757,339,57,26,0,548,34,2,7,10,89,5027,148,45,12,48,81,3340,212,76,8,81,335,4148,333,184,878,2677,2189,534,56,103,333,2525,296,35,3,5,3,32,20,14,0,0,0,21,2,0,0,0,0,0,0,6560,387,207,932,3442,7086,399,208,309,1952,0,0,0,0,0,656,1,9,6,886,811,0,1,6,1343,0,0,0,0,0,2640,62,31,311,1331,2250,43,34,80,787,679,121,20,32,247,944,153,20,12,193,646,3,5,26,203,293,7,0,4,168,165,21,32,46,150,0,10103,816,17,1445,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1903  ,KOCH BIHAR                                        ,8542,61,128,1179,5829,0,2318,101,59,26,29,0,483,14,4,4,1,10,3993,16,0,18,15,220,2726,17,7,12,28,28,3215,94,110,860,2253,1055,587,34,127,310,2626,150,69,0,2,5,35,7,8,0,1,1,3,0,0,0,0,0,8,0,6891,138,156,980,3561,4190,37,95,230,1400,0,0,0,0,8,108,0,9,7,582,45,0,1,6,573,0,0,0,0,0,2690,7,46,389,1395,1654,3,18,68,619,208,5,6,7,149,141,1,4,1,59,3568,0,17,124,1031,1589,0,3,44,541,374,13,74,18,266,0,9140,232,18,7763,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1917  ,KOLKATA                                           ,7422,43,1197,202,8434,0,1917,1056,3873,170,830,0,108,17,13,0,12,12,1368,62,141,6,24,1137,1785,146,235,29,79,152,4615,770,2364,244,3277,818,833,185,2222,107,5117,255,24,2,90,3,253,6,11,5,8,0,9,2,0,0,0,0,0,0,3332,264,1276,160,3746,5412,923,3797,229,5025,0,0,0,0,0,212,2,17,4,218,554,3,56,5,394,0,0,0,0,0,562,10,45,8,710,457,12,86,13,891,105,0,15,2,158,93,2,38,2,199,276,0,28,2,235,276,0,65,1,292,171,93,76,26,119,0,14386,333,16,1196,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1906  ,MALDAH                                            ,10963,16,20,1028,5466,0,3468,332,87,46,30,0,561,28,5,1,13,92,4495,47,11,4,29,1558,2846,61,22,1,45,491,3581,165,162,749,2915,1507,656,42,73,353,2569,217,36,4,5,3,36,8,14,9,4,1,17,2,0,0,0,4,10,0,7265,298,248,917,4327,4924,58,34,195,1297,0,0,0,4,10,1091,0,6,6,602,1160,1,4,5,579,0,0,0,0,0,1904,26,20,130,914,1106,9,3,29,319,382,2,2,4,213,198,4,0,2,63,4449,1,19,15,476,2179,0,4,12,98,9,9,185,53,1319,0,8202,404,16,5089,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1907  ,MURSHIDABAD                                       ,21339,23,71,2573,11041,0,3675,521,226,175,114,0,477,61,2,2,9,63,7470,148,6,6,16,528,5915,190,44,11,50,933,6860,389,333,2368,4939,3058,1105,105,197,582,4852,1013,56,3,7,7,59,21,14,8,0,2,20,9,0,0,0,0,0,0,12734,756,481,2570,7780,9163,148,108,408,2165,0,0,0,0,0,1980,0,68,65,1476,1641,0,53,57,1315,0,0,0,0,0,2405,23,20,154,1569,1026,7,3,76,533,427,4,5,15,282,162,2,1,7,77,9519,10,24,173,512,6883,0,12,28,218,504,360,413,352,1581,0,15289,891,13,14080,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1910  ,NADIA                                             ,13338,26,68,1135,11460,0,2666,252,233,78,51,0,339,13,9,0,7,40,3653,29,2,6,26,633,3604,35,29,10,54,495,5985,176,219,841,4210,2893,791,37,93,351,4187,901,28,1,2,4,118,22,24,2,6,0,15,2,6,0,0,0,1,0,7989,176,180,937,5333,6435,117,180,275,3284,6,0,0,0,1,1138,0,0,15,1426,491,0,0,13,1798,0,0,0,0,0,2429,13,9,141,1496,1188,11,9,70,1003,352,0,5,13,290,153,0,3,3,83,2658,0,22,106,1831,1233,0,3,44,1231,55,15,59,27,331,0,13467,871,13,3664,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1911  ,NORTH TWENTY FOUR PARGANA                         ,17107,56,387,1053,20134,0,3193,216,716,162,707,0,460,27,57,11,64,82,4622,37,105,16,89,903,4416,36,99,11,120,520,8019,138,555,956,8517,3004,940,32,533,272,9786,540,51,0,7,8,294,24,27,11,17,2,33,9,0,0,0,0,0,0,9875,209,841,956,10831,8660,72,532,320,8072,0,0,0,0,0,1181,15,26,10,1038,990,12,33,4,1503,0,0,0,0,0,3252,24,109,186,2876,1980,8,74,55,1940,441,5,8,15,542,236,2,2,8,268,7361,22,80,26,529,4254,14,61,14,398,406,36,329,75,603,0,22961,1103,13,7642,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1920  ,PASCHIM MEDINIPUR                                 ,23209,55,226,2127,14667,0,3303,260,290,46,48,0,536,21,17,1,15,37,10766,61,35,4,28,552,7451,64,25,14,58,328,5889,222,302,1443,6622,1349,1200,87,268,764,6751,185,35,2,9,3,93,6,15,1,1,1,30,4,6,9,1,0,4,0,14306,308,315,1890,10198,11586,150,342,340,3399,6,9,1,0,4,742,3,3,5,657,724,0,3,7,668,0,0,0,0,0,2834,10,17,254,2143,1078,5,14,61,661,1400,7,15,14,573,577,1,15,6,188,8891,18,5,71,872,4166,4,4,10,322,852,155,148,69,211,0,19944,399,10,16575,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1919  ,PURBA MEDINIPUR                                   ,14184,105,60,1462,12413,0,2568,240,247,41,45,0,331,18,4,2,30,24,4941,26,10,3,42,309,4899,50,15,7,90,232,4725,184,143,1063,5016,1495,818,57,100,403,5564,574,45,8,10,1,94,19,47,2,0,0,12,3,0,0,2,0,0,0,7478,214,129,1189,7916,8328,131,153,290,2932,0,0,2,0,0,444,0,9,13,1033,526,0,14,19,841,0,0,0,0,0,1573,7,4,115,1801,799,6,10,44,606,116,1,9,8,357,81,2,4,9,129,5473,21,2,117,1627,4620,6,1,98,882,24,0,0,8,264,0,16769,722,13,9200,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1914  ,PURULIYA                                          ,9188,28,91,1494,6215,0,202,74,69,2,16,0,301,15,4,6,7,20,2747,38,18,3,54,160,2781,40,24,0,33,179,3331,163,124,972,2797,930,551,52,101,490,2381,103,27,3,5,3,30,6,18,0,0,0,12,1,9,9,0,1,124,1,7197,250,179,1187,4061,2559,61,97,287,1253,9,9,0,1,124,335,0,5,13,483,290,0,8,8,406,0,0,0,0,1,1462,14,10,203,839,326,6,6,39,255,880,9,10,58,320,251,3,7,23,55,3134,0,12,152,668,1319,0,0,42,253,1000,218,129,0,97,0,8817,274,10,4893,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1921  ,SILIGURI                                          ,2834,8,241,163,1927,0,1837,317,358,12,355,0,87,0,5,0,1,12,1092,14,20,1,5,1015,1171,68,50,9,30,141,1670,180,269,103,898,285,283,60,230,66,1129,74,31,1,10,1,31,1,6,1,0,0,1,0,0,0,0,0,0,0,1746,112,269,106,1193,2594,212,315,74,902,0,0,0,0,0,270,1,4,2,72,198,0,11,0,115,0,0,0,0,0,602,14,36,33,280,659,17,28,11,176,195,21,8,10,83,354,33,24,10,61,931,0,0,37,266,508,0,0,17,189,137,0,0,7,0,0,2450,118,12,981,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1918  ,SOUTH  TWENTY FOUR PARGAN                         ,17843,100,12,1212,13732,0,4498,546,288,89,98,0,650,67,11,11,13,81,7037,102,34,4,72,936,4752,133,42,12,79,445,7359,538,292,978,6097,2112,822,97,120,350,6113,419,53,1,3,11,130,14,54,2,24,1,10,4,0,0,0,0,0,0,10126,579,329,1048,7710,10601,361,197,319,4804,0,0,0,0,0,1003,0,6,14,756,1008,1,16,28,1258,0,0,0,0,0,3903,44,26,274,2347,2870,49,10,66,1310,425,9,9,10,354,216,4,0,6,139,7857,14,38,150,2255,4860,24,6,53,1578,397,295,248,108,698,0,15403,707,12,12654,,,,,,,,,,,,,,,,,,
19,West Bengal                                       ,1904  ,UTTAR DINAJPUR                                    ,10271,18,83,1205,3705,0,522,74,24,0,0,0,203,1,0,2,0,63,4545,15,8,3,15,,1954,12,8,5,34,277,1986,59,95,756,1349,930,515,15,60,431,1825,147,14,0,0,2,25,6,36,0,0,0,3,6,6,0,0,0,0,0,4656,64,124,1003,2439,4597,38,47,196,812,6,0,0,0,0,768,0,17,14,397,780,0,15,12,362,0,0,0,0,0,1667,7,18,175,639,1540,2,6,58,232,212,0,2,9,114,201,0,5,3,43,3428,1,3,92,127,3922,0,0,18,44,14,10,96,20,305,0,5324,249,16,3812,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
